amount,hour,distance_km,device_score,international,merchant_risk,is_fraud
1488.97,5,11.33,0.85,0,0.209,0
960.89,15,31.02,0.727,0,0.141,0
1605.12,20,25.52,0.884,0,0.569,0
2039.23,15,12.24,0.514,0,0.154,0
516.95,4,21.18,0.704,0,0.261,0
1379.15,18,0,0.642,0,0.374,0
1186.29,5,0,0.691,0,0.439,0
421.61,11,2.42,0.563,0,0.226,0
2307.01,23,37.6,0.862,0,0.185,0
3345.37,5,16.76,0.97,0,0.216,0
875.11,12,0,0.858,0,0.5,0
162.05,19,0.8,0.7,0,0.096,0
1107.82,16,9.16,0.735,0,0.094,0
875.61,20,0,0.638,0,0.152,0
560.16,1,24.98,0.731,0,0.322,0
3002.09,7,0,0.673,1,0.288,0
228.44,13,8.39,0.575,0,0.392,0
1606.68,10,0,0.861,1,0.062,0
21861.4,8,0,0.752,0,0.169,0
2324.44,10,27.96,0.482,1,0.429,1
2956.16,20,7.56,0.966,0,0.045,0
647.7,5,16.32,0.803,0,0.227,0
2098.2,1,9.36,0.845,0,0.171,0
1035.6,19,0,0.934,0,0.267,0
903.86,21,11.31,0.87,0,0.506,0
1166.09,13,11.94,0.89,0,0.165,0
3844.4,3,0,0.637,0,0.106,0
1837.64,8,2.39,0.921,0,0.157,0
1828.02,1,30.99,0.704,0,0.207,0
316.04,11,3.03,0.849,0,0.492,0
31824.64,11,31.01,0.608,0,0.211,0
254.56,10,13.22,0.827,0,0.311,0
9247.04,21,0,0.602,0,0.078,0
1243.78,9,0,0.717,0,0.192,0
1335.71,17,24.69,0.734,0,0.35,0
2777.07,2,0,0.771,0,0.218,0
4470.8,16,0,0.941,0,0.491,0
482.01,1,31.04,0.723,0,0.156,0
2208.3,16,12.84,0.632,0,0.448,0
149.86,4,6.72,0.866,0,0.381,0
4025.01,20,0,0.654,0,0.232,0
3615.74,14,13.76,0.837,1,0.522,0
4365.16,20,0,0.74,0,0.401,0
1295.96,16,37.46,0.618,0,0.148,0
1216.66,5,20.5,0.679,0,0.354,0
991.78,1,31.75,0.563,0,0.177,0
5068.99,12,0,0.827,0,0.161,0
741.0,11,0,0.859,1,0.156,0
28045.2,4,14.11,0.532,0,0.497,1
745.69,17,0.06,0.707,0,0.223,0
1027.43,12,25.02,0.395,1,0.394,0
9953.54,13,0,0.966,0,0.176,0
1814.61,9,23.46,0.651,0,0.19,0
405.34,14,1.68,0.804,0,0.251,0
3369.66,13,34.31,0.95,0,0.646,0
954.07,10,17.76,0.803,0,0.094,0
675.63,21,21.4,0.694,0,0.31,0
873.8,6,0,0.764,0,0.445,0
1563.88,4,3.12,0.922,0,0.375,0
1299.18,0,10.48,0.732,0,0.153,0
922.4,10,11.11,0.678,0,0.067,0
2378.0,14,47.03,0.619,0,0.251,0
2224.98,14,10.63,0.847,0,0.385,0
420.51,18,9.76,0.796,0,0.368,0
4680.89,23,33.41,0.626,0,0.117,0
351.4,12,9.15,0.971,0,0.197,0
4552.77,4,6.69,0.784,0,0.439,0
644.58,18,27.1,0.579,0,0.524,0
3285.23,14,8.42,0.78,0,0.457,0
4947.48,12,6.77,0.843,0,0.612,0
1337.3,23,11.37,0.787,0,0.507,0
1078.16,23,0,0.675,0,0.298,0
3026.69,21,4.66,0.79,0,0.069,0
2106.08,15,12.94,0.881,0,0.113,0
1084.86,4,12.19,0.629,0,0.32,0
814.51,5,0,0.841,0,0.124,0
1850.35,0,24.82,0.898,0,0.195,0
3463.98,15,11.73,0.877,0,0.326,0
6404.39,1,0,0.691,0,0.309,0
1977.88,12,0,0.944,1,0.139,0
867.45,18,2.73,0.99,0,0.257,0
2451.45,4,10.38,0.783,0,0.135,0
11997.32,13,0,0.633,0,0.311,0
6829.35,22,18.71,0.811,0,0.12,0
3893.82,21,27.38,0.652,0,0.519,0
1204.62,10,15.78,0.921,0,0.386,0
2495.42,21,16.65,0.944,0,0.572,0
14893.83,10,27.15,0.875,0,0.392,0
6448.33,5,0,0.854,0,0.117,0
406.9,6,23.33,0.786,0,0.081,0
828.03,4,0,0.524,0,0.262,0
854.71,19,23.66,0.854,0,0.448,0
599.47,4,23.59,0.497,0,0.442,0
1074.87,12,1.87,0.829,0,0.192,0
1719.4,4,8.91,0.736,0,0.29,0
1282.12,1,30.93,0.877,0,0.382,0
6591.48,15,3.83,0.937,0,0.143,0
3702.93,15,24.01,0.73,0,0.259,0
1843.6,12,7.81,0.755,0,0.371,0
593.78,7,0,0.824,0,0.355,0
414.88,23,34.6,0.7,0,0.316,0
2539.69,12,12.46,0.931,1,0.38,0
997.59,23,21.1,0.651,0,0.123,0
360.31,3,28.56,0.915,0,0.782,0
779.5,15,0,0.946,0,0.298,0
388.91,17,21.77,0.518,0,0.337,0
1552.94,18,19.7,0.763,1,0.281,0
467.8,10,11.89,0.954,0,0.234,0
5657.09,1,0,0.768,1,0.507,0
1148.05,6,10.21,0.567,0,0.147,0
1239.94,13,13.0,0.793,0,0.131,0
2072.48,23,0,0.582,0,0.446,0
3113.59,16,15.07,0.727,0,0.29,0
1519.75,2,11.46,0.899,0,0.281,0
1826.8,8,24.81,0.822,0,0.251,0
1053.83,17,11.01,0.672,0,0.068,0
861.21,4,5.78,0.357,0,0.276,1
1310.57,13,9.55,0.671,0,0.255,0
1169.45,1,6.82,0.761,0,0.163,0
7089.17,3,8.29,0.714,0,0.346,0
3364.56,0,4.23,0.839,0,0.225,0
649.09,17,2.66,0.838,1,0.12,0
261.41,14,11.18,0.774,0,0.264,0
2318.29,7,1.1,0.732,0,0.626,0
382.6,9,7.42,0.522,0,0.298,0
422.24,4,0,0.674,0,0.168,0
1313.92,2,19.67,0.874,0,0.181,0
2707.11,20,25.32,0.862,0,0.373,0
460.0,18,0,0.715,0,0.354,0
6947.94,4,4.04,0.976,0,0.294,1
391.52,20,0,0.739,1,0.546,0
2706.01,6,0,0.882,0,0.348,0
676.4,1,28.29,0.937,0,0.444,0
1247.05,6,0,0.813,0,0.34,0
717.59,11,8.4,0.965,1,0.367,0
1597.37,4,0,0.893,0,0.166,0
619.0,19,35.18,0.795,0,0.38,0
3670.97,11,4.62,0.915,0,0.139,0
188.16,16,0,0.955,0,0.371,0
4812.56,0,9.25,0.653,1,0.134,0
11120.13,17,0,0.827,0,0.148,0
7128.29,13,0,0.782,0,0.114,0
778.94,23,9.61,0.98,0,0.202,0
11084.26,12,41.71,0.93,0,0.134,0
6780.8,14,1.84,0.87,0,0.23,0
7690.76,14,0,0.709,0,0.209,0
377.02,8,0,0.714,0,0.103,0
1895.25,11,18.65,0.979,0,0.416,1
1391.04,13,17.38,0.68,0,0.233,0
16731.65,5,20.15,0.924,0,0.342,1
628.16,21,0,0.782,0,0.226,0
111.25,14,0,0.786,0,0.439,0
7178.15,4,0.22,0.785,0,0.395,0
853.12,16,42.25,0.943,0,0.138,0
681.39,22,7.64,0.429,0,0.338,0
4371.57,16,17.03,0.916,0,0.216,0
4732.29,15,0,0.685,0,0.38,0
4996.11,21,0,0.855,1,0.454,0
619.39,18,0,0.646,0,0.284,0
4463.87,22,0,0.651,0,0.023,0
9100.71,9,10.49,0.625,0,0.156,0
914.57,18,17.99,0.637,0,0.709,0
234.13,9,26.74,0.893,0,0.289,0
3122.95,9,0.42,0.864,0,0.398,0
1662.99,12,25.32,0.882,0,0.332,0
119.22,5,20.88,0.722,0,0.295,0
658.63,21,14.12,0.965,0,0.434,0
2503.23,12,10.56,0.891,0,0.28,0
1087.46,10,0.18,0.798,0,0.521,0
5659.31,22,17.9,0.594,0,0.226,0
698.73,21,5.04,0.838,0,0.324,0
4109.9,23,1.7,0.942,0,0.158,0
9260.36,17,4.37,0.487,0,0.336,0
3794.57,15,15.92,0.549,0,0.654,0
19562.02,20,0,0.811,0,0.574,0
2421.77,6,21.93,0.668,0,0.456,0
2543.32,9,6.72,0.814,0,0.231,0
10392.24,6,7.11,0.656,0,0.047,0
916.02,22,0,0.57,0,0.193,0
665.91,7,1.24,0.819,0,0.32,0
15076.84,2,19.02,0.913,0,0.341,0
2603.6,5,29.32,0.575,0,0.118,0
1401.69,18,0,0.828,0,0.365,0
5985.73,20,5.64,0.775,0,0.293,0
1542.6,4,0,0.918,0,0.545,0
2001.6,14,19.6,0.645,1,0.281,0
657.88,13,1.78,0.824,0,0.436,0
2551.09,8,15.04,0.535,0,0.278,0
20059.12,16,0,0.719,0,0.346,1
7036.49,7,3.47,0.517,0,0.337,0
590.34,10,0,0.683,0,0.391,0
616.79,6,27.49,0.875,0,0.281,0
3793.57,5,15.35,0.939,0,0.037,0
2133.85,6,0,0.927,0,0.193,0
9985.23,18,0,0.835,0,0.215,0
4253.31,18,0,0.894,0,0.315,0
2237.14,1,9.4,0.918,0,0.1,0
2845.01,1,38.07,0.735,0,0.523,0
7027.16,20,4.26,0.945,0,0.281,0
2263.84,22,0,0.92,0,0.189,0
4077.91,20,0,0.58,0,0.075,0
724.99,12,0,0.989,1,0.427,0
781.87,0,0,0.958,0,0.164,0
4700.15,2,21.89,0.862,0,0.105,0
1422.34,9,3.6,0.774,0,0.07,0
1929.86,1,10.76,0.692,0,0.377,0
899.96,3,3.88,0.962,0,0.303,0
3077.04,14,0,0.915,1,0.333,0
1781.4,23,17.43,0.826,0,0.577,0
765.74,12,25.73,0.972,0,0.132,0
4229.86,21,0,0.811,0,0.081,1
981.2,17,0,0.769,0,0.266,0
2752.96,21,41.36,0.806,1,0.28,0
6695.0,7,17.69,0.686,0,0.046,0
571.06,2,18.38,0.63,0,0.205,0
6647.21,17,0,0.627,0,0.044,0
8441.78,3,13.53,0.622,0,0.465,1
2744.92,3,0,0.89,0,0.479,0
772.89,5,9.96,0.834,0,0.319,0
1975.77,7,0,0.85,0,0.125,0
740.46,21,21.59,0.808,0,0.362,0
3917.12,22,8.39,0.837,0,0.358,1
1439.84,3,14.01,0.849,0,0.139,0
4059.49,5,13.65,0.879,0,0.141,0
149.36,8,0,0.743,0,0.067,0
1148.33,3,12.76,0.804,0,0.343,0
661.0,6,4.51,0.682,0,0.607,1
1309.99,8,0,0.598,0,0.042,0
349.97,4,34.46,0.731,0,0.323,0
658.04,13,23.62,0.729,0,0.367,0
5168.12,15,9.3,0.962,0,0.171,0
2567.56,16,28.8,0.635,0,0.545,0
1345.81,19,2.93,0.855,0,0.247,0
1381.92,5,8.6,0.461,0,0.392,0
4371.31,5,36.91,0.859,0,0.509,0
2253.67,18,10.36,0.99,0,0.369,0
7079.14,17,19.73,0.978,0,0.203,0
1000.46,21,16.45,0.797,0,0.364,0
2520.99,11,17.8,0.816,0,0.499,0
1152.83,11,9.94,0.772,0,0.561,0
21049.15,13,0,0.705,0,0.314,0
11408.83,18,0,0.874,0,0.529,0
1351.76,0,0,0.861,1,0.109,0
376.07,10,50.98,0.817,0,0.405,0
1393.57,7,27.96,0.91,0,0.278,0
908.63,16,14.74,0.704,0,0.597,0
811.59,9,9.78,0.669,0,0.632,0
627.25,13,0,0.803,0,0.242,0
7173.07,19,8.14,0.844,0,0.181,0
1349.22,1,0,0.829,1,0.408,0
486.38,14,2.34,0.587,0,0.2,0
5955.19,9,0,0.945,1,0.27,0
3767.06,19,3.7,0.889,0,0.17,0
5473.86,19,4.08,0.78,0,0.209,0
1094.46,4,12.84,0.775,0,0.544,0
4846.52,15,9.54,0.767,0,0.385,0
3054.6,22,0,0.726,0,0.56,1
1700.4,21,7.61,0.817,0,0.451,0
1327.28,11,0,0.809,0,0.065,0
1325.02,18,40.65,0.669,0,0.04,0
846.15,6,0,0.759,0,0.216,0
1304.67,9,0,0.842,0,0.685,0
1072.61,1,0,0.69,0,0.359,0
1712.25,22,8.74,0.558,0,0.627,0
1505.04,23,0.78,0.792,0,0.556,0
13294.96,6,13.42,0.879,0,0.203,0
355.38,22,1.02,0.986,0,0.434,0
2679.69,5,1.93,0.816,0,0.43,1
856.23,10,7.9,0.982,0,0.291,0
1251.45,22,15.94,0.888,0,0.285,0
422.67,23,31.39,0.72,0,0.055,0
4248.01,17,0,0.687,1,0.482,0
1163.28,12,0,0.867,0,0.203,0
3914.02,22,28.05,0.788,0,0.276,0
5596.52,13,0,0.849,0,0.018,0
3210.18,23,0,0.679,0,0.39,0
2107.85,7,11.35,0.763,0,0.307,0
2411.52,17,12.5,0.435,0,0.336,0
1137.15,14,11.28,0.718,0,0.132,0
1765.55,8,0,0.88,0,0.374,0
2671.71,11,18.38,0.767,0,0.172,0
829.57,16,26.01,0.858,0,0.209,0
2081.19,1,0,0.792,0,0.268,0
8151.58,1,0,0.79,0,0.361,0
232.76,5,3.95,0.921,0,0.19,0
463.99,2,13.96,0.68,0,0.263,0
1427.66,23,0,0.508,0,0.417,0
1952.23,21,4.94,0.818,0,0.238,0
197.05,7,0,0.791,0,0.129,0
5371.79,1,0,0.933,0,0.533,1
36794.73,14,31.7,0.952,0,0.419,0
1734.45,19,14.34,0.876,1,0.142,0
1334.02,14,1.41,0.882,0,0.355,0
10914.89,1,0.66,0.825,0,0.514,0
4009.7,1,0,0.835,0,0.041,0
3982.17,13,5.63,0.721,0,0.163,0
6366.02,8,12.74,0.878,0,0.206,0
565.92,20,10.66,0.911,0,0.308,0
69.75,23,16.64,0.532,0,0.3,0
1526.66,6,31.29,0.501,0,0.209,0
788.41,8,0,0.827,0,0.131,0
5023.06,7,40.01,0.7,0,0.359,0
1244.97,13,13.69,0.762,1,0.149,0
3763.97,10,0,0.93,0,0.049,0
7214.03,12,33.04,0.877,0,0.218,0
1015.61,12,6.2,0.82,0,0.393,0
1920.99,10,12.41,0.988,0,0.214,0
2880.07,16,4.34,0.712,0,0.192,0
8095.69,23,9.81,0.694,0,0.331,0
845.86,16,0,0.955,0,0.477,0
518.45,23,1.93,0.604,0,0.649,0
711.1,2,24.08,0.907,0,0.02,0
884.57,1,37.55,0.696,0,0.124,0
564.48,1,0,0.959,0,0.401,0
1007.63,9,9.54,0.379,0,0.197,0
139.66,17,9.16,0.705,0,0.339,0
3275.69,21,0,0.924,0,0.163,0
2630.69,9,7.12,0.917,0,0.172,0
1041.67,15,27.53,0.696,0,0.327,0
1699.45,0,0,0.835,0,0.468,0
814.08,11,1.27,0.825,0,0.369,0
277.1,13,13.59,0.756,1,0.138,0
2191.01,19,23.95,0.793,0,0.484,0
1675.04,22,12.39,0.727,0,0.295,0
1649.85,18,3.03,0.689,1,0.392,0
309.78,23,0,0.856,0,0.453,0
941.49,21,0,0.795,1,0.383,0
1655.78,7,5.95,0.671,0,0.399,0
1717.64,2,13.34,0.649,0,0.244,0
2537.79,21,0,0.84,0,0.328,0
3890.65,22,0,0.915,0,0.14,0
5822.05,5,0,0.687,0,0.281,0
4227.8,23,0,0.84,0,0.235,0
1179.85,23,24.61,0.77,0,0.088,0
2938.4,20,1.38,0.841,0,0.343,0
1129.91,0,6.26,0.874,0,0.278,0
8410.45,22,46.48,0.843,0,0.018,0
219.31,0,4.05,0.824,0,0.637,0
847.32,10,0,0.808,0,0.105,0
2612.0,22,11.94,0.969,0,0.257,0
4645.57,14,0,0.866,0,0.292,0
972.22,5,24.63,0.743,0,0.079,0
900.99,14,2.02,0.905,0,0.187,0
479.41,15,17.08,0.73,0,0.492,0
1072.26,4,0.44,0.695,0,0.165,0
3042.15,18,17.36,0.922,0,0.204,0
7811.42,5,37.28,0.705,0,0.108,0
1290.58,4,23.65,0.747,0,0.277,0
2065.61,17,24.15,0.881,0,0.1,0
7266.14,15,8.52,0.838,0,0.29,0
6981.16,1,0,0.634,0,0.299,1
982.51,7,14.78,0.843,0,0.046,0
903.26,22,7.99,0.788,0,0.086,0
3483.1,22,4.75,0.915,0,0.353,0
1245.54,16,0,0.874,0,0.073,0
2753.98,11,22.35,0.838,0,0.168,0
426.41,17,11.63,0.87,0,0.16,0
1259.94,0,0,0.832,0,0.161,0
2112.47,18,0,0.749,0,0.248,0
2619.51,13,1.94,0.832,0,0.337,0
494.98,2,6.49,0.946,0,0.031,0
852.39,6,0,0.913,0,0.114,0
2932.04,14,55.25,0.856,0,0.599,0
4457.24,17,9.39,0.949,0,0.319,0
3248.85,4,19.3,0.838,0,0.287,0
1293.33,3,0,0.642,1,0.501,0
2046.25,16,0,0.882,0,0.37,0
1514.23,12,0,0.929,0,0.387,0
3503.04,9,0,0.692,0,0.291,0
2847.0,7,17.1,0.873,0,0.437,0
2299.85,8,0,0.74,0,0.323,0
13557.97,18,22.69,0.96,0,0.196,1
991.47,15,16.8,0.842,0,0.067,0
1835.14,8,0,0.886,0,0.24,0
1361.26,21,0,0.665,0,0.198,0
892.83,8,17.87,0.757,0,0.159,0
16608.82,17,42.52,0.925,0,0.217,0
2062.0,8,22.99,0.695,0,0.223,0
842.94,16,7.67,0.918,0,0.263,0
6664.85,10,5.79,0.951,0,0.107,0
8445.29,2,0,0.809,0,0.142,0
1524.64,9,7.3,0.958,0,0.188,0
1384.17,8,27.75,0.348,0,0.332,0
8617.72,21,0,0.603,0,0.316,0
1929.61,1,0,0.68,0,0.502,0
5190.61,1,0,0.894,0,0.4,1
1406.4,17,0,0.739,0,0.161,0
1531.03,13,0,0.885,0,0.11,0
4205.74,21,0,0.512,0,0.174,0
2912.97,19,0.48,0.809,0,0.316,0
2706.2,17,0,0.706,0,0.418,0
16305.57,13,0,0.787,0,0.572,0
904.31,14,9.48,0.803,0,0.456,0
1300.62,15,3.27,0.873,0,0.193,0
2750.45,19,26.34,0.588,0,0.237,0
405.54,14,8.15,0.862,0,0.209,0
5778.15,7,0,0.646,0,0.502,0
2060.36,15,7.9,0.876,0,0.327,0
2175.47,16,25.07,0.731,0,0.113,0
3739.23,12,1.75,0.862,0,0.085,0
3552.06,6,20.84,0.733,0,0.102,0
1987.04,20,0.3,0.669,0,0.348,0
470.72,16,23.07,0.796,0,0.336,0
987.73,1,0.26,0.782,0,0.152,1
3383.68,23,10.86,0.931,0,0.246,0
3833.56,2,3.84,0.788,0,0.155,0
4116.63,23,0,0.766,0,0.262,0
501.69,1,0,0.68,0,0.196,0
891.51,17,16.43,0.924,0,0.161,0
5966.27,16,11.28,0.852,0,0.465,0
1227.11,1,23.01,0.723,0,0.235,0
6503.77,21,36.08,0.635,0,0.561,0
5480.02,4,38.22,0.802,0,0.206,1
1005.91,14,4.72,0.776,0,0.401,0
1258.15,7,0,0.879,0,0.079,0
3230.21,4,5.72,0.794,0,0.429,0
4565.4,20,5.69,0.796,0,0.197,0
1897.59,11,31.39,0.867,0,0.384,0
4018.15,23,18.06,0.529,0,0.098,0
4340.09,20,14.61,0.788,1,0.428,1
520.04,9,19.29,0.88,1,0.348,0
4022.69,3,18.61,0.646,0,0.262,0
2248.15,14,18.91,0.583,0,0.541,0
756.71,10,19.45,0.851,0,0.515,0
3302.23,11,10.7,0.501,1,0.168,0
1721.29,0,0,0.807,0,0.208,0
1675.94,3,0,0.588,0,0.297,0
1336.65,6,30.41,0.908,0,0.265,0
4745.67,15,36.29,0.933,0,0.499,0
2531.0,16,30.46,0.871,0,0.303,0
1842.02,3,0,0.662,0,0.372,0
649.15,2,13.24,0.684,0,0.258,0
1354.61,14,24.57,0.906,0,0.164,0
2679.93,6,18.55,0.842,1,0.372,0
2511.95,22,15.85,0.605,1,0.183,0
5384.17,7,7.6,0.962,0,0.372,0
937.97,15,14.37,0.912,0,0.296,0
3494.51,1,15.46,0.872,0,0.299,0
2391.85,20,5.86,0.78,0,0.075,0
798.35,14,24.22,0.803,1,0.582,0
1320.09,1,3.16,0.777,0,0.298,0
1061.85,10,16.01,0.936,0,0.046,0
1538.01,9,4.79,0.698,0,0.363,0
2913.62,8,8.23,0.75,0,0.351,0
9308.98,1,0,0.903,0,0.45,0
1801.4,6,10.31,0.785,1,0.113,0
5231.13,0,35.08,0.882,0,0.208,1
1991.52,3,25.02,0.826,1,0.394,0
3212.72,0,8.83,0.893,0,0.112,0
1176.5,13,8.68,0.938,0,0.436,0
562.23,5,17.49,0.93,1,0.377,0
5827.15,21,9.03,0.715,0,0.363,0
703.38,23,0,0.616,0,0.587,0
1039.77,23,0,0.848,0,0.308,0
2352.28,3,13.4,0.799,0,0.479,0
8106.52,12,0,0.69,0,0.215,0
994.23,4,30.34,0.85,0,0.582,0
1233.16,21,0,0.881,0,0.568,0
1168.0,16,17.79,0.76,0,0.151,0
534.09,8,0,0.696,1,0.328,0
2933.47,1,1.69,0.774,0,0.407,0
4062.76,8,0,0.908,0,0.51,0
1809.5,11,0,0.818,1,0.388,0
2306.84,0,0,0.888,0,0.414,0
9349.44,5,31.34,0.664,0,0.141,0
5934.42,23,0,0.908,0,0.223,0
449.34,5,9.63,0.851,0,0.171,0
822.48,14,0,0.549,0,0.123,0
8522.79,8,0,0.686,0,0.209,0
850.55,23,0.96,0.755,0,0.13,0
2745.85,21,0,0.856,0,0.105,0
1224.75,16,21.57,0.918,0,0.073,0
1911.31,22,0,0.771,0,0.037,0
478.8,3,14.89,0.739,0,0.204,0
747.82,14,51.84,0.766,0,0.591,0
1192.26,7,1.52,0.771,0,0.246,0
2244.75,8,6.17,0.92,0,0.393,0
3305.25,17,4.74,0.954,0,0.065,0
1638.96,13,24.87,0.939,0,0.289,0
6205.85,3,27.99,0.699,0,0.063,1
8018.24,20,6.64,0.938,0,0.076,0
1352.16,4,2.24,0.821,0,0.469,0
174.33,14,26.3,0.971,0,0.246,0
402.89,22,0,0.657,0,0.36,0
9934.84,23,38.46,0.886,0,0.392,0
912.44,8,34.33,0.52,0,0.431,0
1269.46,23,9.59,0.947,0,0.359,0
934.22,19,0,0.691,0,0.136,0
939.36,10,12.35,0.67,0,0.15,0
1413.6,21,0,0.612,1,0.406,0
3304.34,15,21.71,0.796,0,0.087,0
542.78,15,21.3,0.86,0,0.403,0
1967.43,2,13.06,0.729,0,0.15,0
3172.0,18,0,0.904,0,0.021,0
888.15,18,14.28,0.655,0,0.322,0
6113.77,13,17.58,0.759,0,0.233,0
449.91,14,0,0.755,0,0.631,0
1237.76,8,21.81,0.824,0,0.631,0
1077.6,23,22.01,0.725,0,0.537,0
865.11,4,56.94,0.869,0,0.132,0
349.8,4,0,0.864,0,0.175,0
18213.87,13,14.91,0.992,0,0.377,0
1627.17,21,35.29,0.945,0,0.284,0
1375.94,19,0,0.6,0,0.432,0
1481.41,11,1.38,0.543,0,0.36,0
3773.04,0,21.95,0.87,0,0.242,1
692.49,23,0,0.965,0,0.153,0
779.07,2,0.63,0.759,0,0.531,0
1530.55,3,0,0.681,1,0.079,0
2397.11,13,0,0.858,0,0.166,0
1936.84,7,0,0.845,0,0.044,0
1712.42,2,27.63,0.881,0,0.132,0
2636.92,22,7.44,0.909,0,0.284,0
2359.78,19,16.08,0.902,0,0.422,1
357.58,5,12.39,0.903,1,0.169,1
6332.57,3,0.63,0.962,0,0.318,0
1282.13,6,4.71,0.908,0,0.324,0
2586.03,21,3.78,0.724,1,0.396,0
1516.2,7,0,0.8,0,0.087,0
1500.08,12,0,0.954,0,0.128,0
872.7,2,33.03,0.975,0,0.26,1
15482.18,20,0,0.51,0,0.135,0
709.35,8,23.67,0.909,0,0.04,0
281.04,8,0,0.643,0,0.687,0
400.06,3,0,0.729,0,0.425,0
944.35,12,15.85,0.718,0,0.295,0
17210.79,2,0,0.768,0,0.354,0
2242.54,9,27.22,0.362,0,0.076,0
277.54,14,34.4,0.665,0,0.517,0
1328.89,3,3.41,0.671,0,0.234,0
461.02,4,0,0.919,0,0.282,0
2167.19,11,28.12,0.813,0,0.263,0
3655.42,18,39.02,0.768,0,0.516,0
15674.23,1,0,0.811,0,0.247,1
3590.32,7,4.89,0.83,0,0.111,0
785.7,11,0,0.921,1,0.167,0
2198.53,14,4.1,0.61,0,0.048,0
1192.2,16,0,0.989,0,0.471,0
1788.8,8,45.05,0.878,0,0.168,0
882.51,7,23.8,0.631,0,0.264,0
782.61,1,13.99,0.859,0,0.11,0
1054.01,16,14.8,0.793,0,0.105,0
5711.74,15,19.44,0.861,0,0.346,1
19697.84,3,35.42,0.779,0,0.173,0
4769.58,7,36.18,0.886,0,0.204,0
1395.89,1,0.11,0.923,0,0.406,1
778.96,18,11.19,0.817,0,0.244,0
1991.13,1,8.52,0.68,0,0.215,0
2460.64,6,0,0.917,0,0.193,0
3491.81,4,0,0.381,0,0.239,0
867.96,14,8.32,0.687,0,0.279,0
2016.47,19,13.77,0.925,0,0.295,0
4722.68,6,0,0.688,0,0.016,0
7005.49,1,0,0.844,0,0.207,0
598.42,19,35.83,0.851,1,0.072,0
1934.75,13,18.63,0.799,0,0.658,0
1542.4,20,0.29,0.741,0,0.677,0
9008.35,7,0.76,0.813,0,0.112,0
325.73,6,10.93,0.919,0,0.525,0
5235.16,6,16.95,0.72,0,0.075,0
550.71,9,0,0.91,0,0.423,0
2691.46,8,0,0.883,0,0.147,0
2469.98,8,30.83,0.69,0,0.33,0
599.51,19,0,0.781,0,0.359,0
2226.92,9,6.74,0.908,0,0.187,0
627.57,9,21.12,0.857,1,0.075,0
1136.59,9,0,0.603,0,0.294,0
5041.11,22,23.14,0.926,0,0.466,0
302.48,3,24.23,0.753,0,0.082,0
984.24,18,0,0.789,0,0.594,0
1156.91,13,0,0.401,0,0.492,0
9967.34,15,25.11,0.681,0,0.077,0
2554.91,22,0,0.82,0,0.151,0
7553.22,20,4.42,0.31,0,0.288,0
18622.77,16,0,0.895,0,0.322,0
473.17,2,0,0.707,0,0.382,0
1176.84,18,16.0,0.656,0,0.196,0
990.32,8,4.24,0.625,0,0.074,0
1035.51,23,31.53,0.64,0,0.242,0
818.73,4,26.25,0.47,0,0.326,0
5149.9,4,20.35,0.778,0,0.422,0
1774.38,8,7.7,0.658,0,0.344,0
674.9,16,3.72,0.904,0,0.308,0
1471.46,19,23.54,0.909,0,0.519,0
3262.07,7,9.75,0.551,0,0.151,0
1028.62,4,10.31,0.703,0,0.3,0
3659.88,20,9.98,0.665,0,0.454,0
503.71,20,0,0.84,0,0.53,0
5985.28,6,0,0.716,0,0.124,0
1343.66,21,0,0.779,0,0.009,0
1370.61,11,0,0.69,0,0.308,0
400.91,14,10.0,0.837,0,0.254,0
630.78,22,10.15,0.782,0,0.231,0
1165.78,6,4.89,0.99,0,0.606,0
117.3,22,0,0.706,0,0.06,0
3754.14,9,18.3,0.674,1,0.488,0
1346.72,1,25.39,0.73,1,0.067,0
1516.2,6,23.59,0.699,0,0.333,0
23784.14,7,19.92,0.543,0,0.262,0
854.17,12,32.56,0.899,0,0.426,1
2660.64,10,5.87,0.679,1,0.224,0
1274.79,2,4.86,0.814,0,0.42,0
902.29,21,26.31,0.662,0,0.329,0
271.56,19,14.56,0.859,1,0.382,0
2154.18,11,10.73,0.867,0,0.166,0
3507.92,13,12.57,0.508,0,0.198,0
5894.86,23,0,0.614,0,0.207,0
6118.24,16,7.48,0.966,0,0.336,0
995.57,13,0,0.784,0,0.408,0
1055.22,6,13.97,0.982,0,0.145,0
7302.98,15,20.93,0.718,0,0.102,0
2816.36,5,23.31,0.838,1,0.072,0
7371.25,0,17.91,0.781,0,0.109,0
397.54,3,6.63,0.811,0,0.398,0
7529.87,23,0,0.853,0,0.158,0
1263.37,14,7.81,0.981,0,0.35,0
1343.22,21,0,0.822,1,0.278,0
1646.28,6,21.11,0.665,0,0.419,0
2395.32,16,0,0.571,0,0.097,0
4717.81,10,0,0.852,0,0.167,0
15302.0,8,15.26,0.927,0,0.121,0
144.02,13,0,0.778,0,0.62,0
1196.53,16,0,0.578,0,0.41,0
2799.06,5,6.4,0.943,0,0.251,0
4544.86,12,11.64,0.948,0,0.211,0
1872.53,10,29.96,0.827,0,0.582,0
1765.73,13,5.44,0.914,0,0.375,0
331.16,10,22.07,0.936,0,0.031,0
3243.68,22,4.25,0.625,0,0.228,0
1080.89,10,0,0.821,0,0.053,0
2124.22,1,4.92,0.839,0,0.355,1
742.17,1,21.01,0.608,0,0.114,0
